Source_Account,Destination_Account,Amount_IDR,Timestamp
3734044631,1003332671,"Rp 122.852.630",2026-05-25T10:00:00Z
2259094055,9309831526,"Rp 389.286.425",2026-05-25T10:00:00Z
7080108075,6076041956,"Rp 209.844.265",2026-05-25T10:00:00Z
2076005587,3134341309,"Rp 309.535.082",2026-05-25T10:00:00Z
3597662021,5620227078,"Rp 117.575.035",2026-05-25T10:00:00Z
8537982954,6776913343,"Rp 126.648.627",2026-05-25T10:00:00Z
5579209330,2040461917,"Rp 264.816.567",2026-05-25T10:00:00Z
6946841229,7698137241,"Rp 318.862.947",2026-05-25T10:00:00Z
4020824609,5070765381,"Rp 319.858.610",2026-05-25T10:00:00Z
1165928806,8562649785,"Rp 436.034.270",2026-05-25T10:00:00Z
2243425734,3884744016,"Rp 218.289.049",2026-05-25T10:00:00Z
9898095362,8940179076,"Rp 258.809.550",2026-05-25T10:00:00Z
5400164875,3834318538,"Rp 333.882.154",2026-05-25T10:00:00Z
3395798627,9807208511,"Rp 572.065.939",2026-05-25T10:00:00Z
8953358438,9805965090,"Rp 230.897.640",2026-05-25T10:00:00Z
4459938182,6937616076,"Rp 365.284.098",2026-05-25T10:00:00Z
7411178393,6556195342,"Rp 227.061.935",2026-05-25T10:00:00Z
8004712565,8616583209,"Rp 116.431.696",2026-05-25T10:00:00Z
7034112350,2742066525,"Rp 182.487.536",2026-05-25T10:00:00Z
7188253540,2413293749,"Rp 522.279.134",2026-05-25T10:00:00Z
5152354235,8289201590,"Rp 583.797.278",2026-05-25T10:00:00Z
6720652332,3984902690,"Rp 104.668.279",2026-05-25T10:00:00Z
6565848721,1570381703,"Rp 493.869.355",2026-05-25T10:00:00Z
7454540299,8109212442,"Rp 222.634.988",2026-05-25T10:00:00Z
9766045328,3042812769,"Rp 229.660.978",2026-05-25T10:00:00Z
6075711887,2982635650,"Rp 579.107.452",2026-05-25T10:00:00Z
4589507505,2602566683,"Rp 168.230.482",2026-05-25T10:00:00Z
1501225874,6140514596,"Rp 232.418.634",2026-05-25T10:00:00Z
3267200529,1801608786,"Rp 530.477.991",2026-05-25T10:00:00Z
8296215556,7795463556,"Rp 142.493.061",2026-05-25T10:00:00Z
2686553089,7794917790,"Rp 359.570.988",2026-05-25T10:00:00Z
6260329438,8433427345,"Rp 198.344.258",2026-05-25T10:00:00Z
1701865513,4609110340,"Rp 510.752.211",2026-05-25T10:00:00Z
5851978710,3470576081,"Rp 106.675.688",2026-05-25T10:00:00Z
9095483151,6518513821,"Rp 104.607.785",2026-05-25T10:00:00Z
9052096848,9733279386,"Rp 232.768.048",2026-05-25T10:00:00Z
8716492923,2991439823,"Rp 384.088.882",2026-05-25T10:00:00Z
9486882736,7832467136,"Rp 479.036.732",2026-05-25T10:00:00Z
6939544537,5962391968,"Rp 429.161.501",2026-05-25T10:00:00Z
8575198715,5221636082,"Rp 430.687.615",2026-05-25T10:00:00Z
7197039286,2899763636,"Rp 369.950.219",2026-05-25T10:00:00Z
3633611978,6794669927,"Rp 216.321.965",2026-05-25T10:00:00Z
2357174457,7924567983,"Rp 485.079.691",2026-05-25T10:00:00Z
3158796115,8944361876,"Rp 179.841.601",2026-05-25T10:00:00Z
8573038894,7691529479,"Rp 567.489.552",2026-05-25T10:00:00Z
7271585006,2508140132,"Rp 545.738.527",2026-05-25T10:00:00Z
6477853006,7089981889,"Rp 472.155.138",2026-05-25T10:00:00Z
9108642602,2230103163,"Rp 592.049.026",2026-05-25T10:00:00Z
9211456059,5668151308,"Rp 126.693.927",2026-05-25T10:00:00Z
1344081974,6243197961,"Rp 181.970.350",2026-05-25T10:00:00Z
3292998248,8961333011,"Rp 384.502.807",2026-05-25T10:00:00Z
7182807558,3154792899,"Rp 159.395.953",2026-05-25T10:00:00Z
3126556068,8961374865,"Rp 560.393.755",2026-05-25T10:00:00Z
7879594089,2097616320,"Rp 263.915.249",2026-05-25T10:00:00Z
3287980923,9614403634,"Rp 395.821.028",2026-05-25T10:00:00Z
6586711197,9002920550,"Rp 264.238.028",2026-05-25T10:00:00Z
3801624382,5951462313,"Rp 405.904.259",2026-05-25T10:00:00Z
6232159680,5737457316,"Rp 257.558.237",2026-05-25T10:00:00Z
6542154944,4686691067,"Rp 515.746.437",2026-05-25T10:00:00Z
1402633284,6757845122,"Rp 116.338.288",2026-05-25T10:00:00Z
9555726822,3160446389,"Rp 198.052.954",2026-05-25T10:00:00Z
3055340519,1483504680,"Rp 197.244.441",2026-05-25T10:00:00Z
5198346891,3842101602,"Rp 393.447.651",2026-05-25T10:00:00Z
5225277877,6962579161,"Rp 234.476.923",2026-05-25T10:00:00Z
9344136163,1776091978,"Rp 529.801.824",2026-05-25T10:00:00Z
7036126898,3609656699,"Rp 456.691.676",2026-05-25T10:00:00Z
6524393528,8785465112,"Rp 193.269.455",2026-05-25T10:00:00Z
4071272661,3785557782,"Rp 131.492.728",2026-05-25T10:00:00Z
9957565697,5505338207,"Rp 562.735.411",2026-05-25T10:00:00Z
4916356665,4551142941,"Rp 140.490.115",2026-05-25T10:00:00Z
6747645512,5946239175,"Rp 165.208.683",2026-05-25T10:00:00Z
1343357421,8000094649,"Rp 516.753.231",2026-05-25T10:00:00Z
3879181385,1252587168,"Rp 148.460.771",2026-05-25T10:00:00Z
5211706133,2928704174,"Rp 515.974.528",2026-05-25T10:00:00Z
7499448271,5429357688,"Rp 261.938.195",2026-05-25T10:00:00Z
5255259960,9404398669,"Rp 484.704.471",2026-05-25T10:00:00Z
2054603132,8120738654,"Rp 443.351.914",2026-05-25T10:00:00Z
3757630124,9139504702,"Rp 556.096.712",2026-05-25T10:00:00Z
9490805954,8006169069,"Rp 518.243.914",2026-05-25T10:00:00Z
7616049280,5341825162,"Rp 401.067.571",2026-05-25T10:00:00Z
3202753507,5725750729,"Rp 269.856.641",2026-05-25T10:00:00Z
7153994833,3311576195,"Rp 480.339.889",2026-05-25T10:00:00Z
1798390976,2029613203,"Rp 108.255.298",2026-05-25T10:00:00Z
9262294911,2130560990,"Rp 575.055.871",2026-05-25T10:00:00Z
1370074875,6639900512,"Rp 542.090.520",2026-05-25T10:00:00Z
5750906570,7614410864,"Rp 586.322.064",2026-05-25T10:00:00Z
9734879542,3970195898,"Rp 394.921.557",2026-05-25T10:00:00Z
2673896992,5555315490,"Rp 303.278.229",2026-05-25T10:00:00Z
7673113879,6411972427,"Rp 501.179.694",2026-05-25T10:00:00Z
1288812899,1688294163,"Rp 451.301.169",2026-05-25T10:00:00Z
9061738121,6229815176,"Rp 345.495.819",2026-05-25T10:00:00Z
2960859130,1486573855,"Rp 377.795.672",2026-05-25T10:00:00Z
2859052697,2735757804,"Rp 375.743.050",2026-05-25T10:00:00Z
4372260277,8185119320,"Rp 120.492.140",2026-05-25T10:00:00Z
8023766453,7172995384,"Rp 536.550.873",2026-05-25T10:00:00Z
1775879508,8882317411,"Rp 421.214.604",2026-05-25T10:00:00Z
9148235115,2371197093,"Rp 385.208.069",2026-05-25T10:00:00Z
6079074812,8343941054,"Rp 317.297.833",2026-05-25T10:00:00Z
8119575721,6946811961,"Rp 434.846.074",2026-05-25T10:00:00Z
6837772908,2004168683,"Rp 456.013.347",2026-05-25T10:00:00Z
1961435070,6477538488,"Rp 303.684.557",2026-05-25T10:00:00Z
8528858212,8319183208,"Rp 204.694.706",2026-05-25T10:00:00Z
8123117605,2198938991,"Rp 494.812.273",2026-05-25T10:00:00Z
3663388071,4060236238,"Rp 580.161.673",2026-05-25T10:00:00Z
5082580574,3562193012,"Rp 488.076.594",2026-05-25T10:00:00Z
8539222812,4270842246,"Rp 296.630.081",2026-05-25T10:00:00Z
3136563016,3736795193,"Rp 319.861.864",2026-05-25T10:00:00Z
1375529318,8879931091,"Rp 581.864.960",2026-05-25T10:00:00Z
7451754844,9833717284,"Rp 120.026.080",2026-05-25T10:00:00Z
7109407160,5616112067,"Rp 295.511.946",2026-05-25T10:00:00Z
2542236138,2728594622,"Rp 560.966.930",2026-05-25T10:00:00Z
1811262192,7889535862,"Rp 125.743.549",2026-05-25T10:00:00Z
7048132186,5274463178,"Rp 427.236.202",2026-05-25T10:00:00Z
5234663842,5455994344,"Rp 489.268.521",2026-05-25T10:00:00Z
4009648039,4727549950,"Rp 290.130.198",2026-05-25T10:00:00Z
9262785928,7893295410,"Rp 193.288.723",2026-05-25T10:00:00Z
6904738266,6927421861,"Rp 392.022.390",2026-05-25T10:00:00Z
1371391878,5087882402,"Rp 568.942.105",2026-05-25T10:00:00Z
8814129996,3541328901,"Rp 415.326.325",2026-05-25T10:00:00Z
2907544878,4911073993,"Rp 504.763.421",2026-05-25T10:00:00Z
7604630713,1610711631,"Rp 517.492.149",2026-05-25T10:00:00Z
1297548402,1665132270,"Rp 191.976.792",2026-05-25T10:00:00Z
9023496134,7041439591,"Rp 402.835.673",2026-05-25T10:00:00Z
2148861416,6418230929,"Rp 585.751.731",2026-05-25T10:00:00Z
1773786040,4592914601,"Rp 258.281.321",2026-05-25T10:00:00Z
7521217118,6196266138,"Rp 211.866.312",2026-05-25T10:00:00Z
2478371563,4519902438,"Rp 386.349.220",2026-05-25T10:00:00Z
1343629973,8055732088,"Rp 202.817.623",2026-05-25T10:00:00Z
3636695695,2730860034,"Rp 101.103.982",2026-05-25T10:00:00Z
4182834123,4086402947,"Rp 100.691.323",2026-05-25T10:00:00Z
8817129770,6287898667,"Rp 351.567.396",2026-05-25T10:00:00Z
4825465180,3439410265,"Rp 100.114.338",2026-05-25T10:00:00Z
6078700767,1972731444,"Rp 538.846.336",2026-05-25T10:00:00Z
9936105656,1937438650,"Rp 479.334.288",2026-05-25T10:00:00Z
8713140972,5498542047,"Rp 448.622.223",2026-05-25T10:00:00Z
7013403176,5164131600,"Rp 184.313.426",2026-05-25T10:00:00Z
2342124087,2125896961,"Rp 102.687.505",2026-05-25T10:00:00Z
8967514064,9861760589,"Rp 398.937.715",2026-05-25T10:00:00Z
7720980704,6724621871,"Rp 251.297.111",2026-05-25T10:00:00Z
6074837009,9770016362,"Rp 536.542.258",2026-05-25T10:00:00Z
4312222976,2077936307,"Rp 205.314.097",2026-05-25T10:00:00Z
2605142474,4568100586,"Rp 354.606.059",2026-05-25T10:00:00Z
7221980020,3904146265,"Rp 289.027.676",2026-05-25T10:00:00Z
5427036025,2260549007,"Rp 371.138.573",2026-05-25T10:00:00Z
8878264103,3401694186,"Rp 409.738.561",2026-05-25T10:00:00Z
7924999516,2517722809,"Rp 536.823.456",2026-05-25T10:00:00Z
5646321896,8095912722,"Rp 247.208.073",2026-05-25T10:00:00Z
6522209954,3568657409,"Rp 567.734.672",2026-05-25T10:00:00Z
4292012779,9902975891,"Rp 274.725.207",2026-05-25T10:00:00Z
2379567168,9544417957,"Rp 143.576.342",2026-05-25T10:00:00Z
1124812020,5824077661,"Rp 499.645.513",2026-05-25T10:00:00Z
3266839444,5062311210,"Rp 243.165.216",2026-05-25T10:00:00Z
8749788195,5477709969,"Rp 374.071.738",2026-05-25T10:00:00Z
5757158554,6261094845,"Rp 531.825.190",2026-05-25T10:00:00Z
5690343688,9289320102,"Rp 220.906.542",2026-05-25T10:00:00Z
6079797320,5895046629,"Rp 221.490.974",2026-05-25T10:00:00Z
5749330696,8020044003,"Rp 103.354.913",2026-05-25T10:00:00Z
8456132007,4453387148,"Rp 428.890.854",2026-05-25T10:00:00Z
2388313730,2155040128,"Rp 307.232.288",2026-05-25T10:00:00Z
4521835826,2155860328,"Rp 439.733.401",2026-05-25T10:00:00Z
5601333721,8641907612,"Rp 345.586.706",2026-05-25T10:00:00Z
6343299251,1032171516,"Rp 384.915.792",2026-05-25T10:00:00Z
8673387228,3901470224,"Rp 230.044.510",2026-05-25T10:00:00Z
5327404796,1912662215,"Rp 454.996.218",2026-05-25T10:00:00Z
1426691754,8964289066,"Rp 411.571.478",2026-05-25T10:00:00Z
3513242146,9480761238,"Rp 512.567.153",2026-05-25T10:00:00Z
5956524302,9806345007,"Rp 100.969.631",2026-05-25T10:00:00Z
4093437300,9502526944,"Rp 177.062.089",2026-05-25T10:00:00Z
4927403276,6981858756,"Rp 448.429.505",2026-05-25T10:00:00Z
1108573240,1250516399,"Rp 196.464.750",2026-05-25T10:00:00Z
1174132209,1969505801,"Rp 584.907.507",2026-05-25T10:00:00Z
5614606572,7060804946,"Rp 368.597.220",2026-05-25T10:00:00Z
6148707384,7286737466,"Rp 172.915.556",2026-05-25T10:00:00Z
7089012523,9231671957,"Rp 153.145.243",2026-05-25T10:00:00Z
1851809338,6713522091,"Rp 184.039.594",2026-05-25T10:00:00Z
9077278299,1678811024,"Rp 250.459.943",2026-05-25T10:00:00Z
4030337708,8099265118,"Rp 195.101.521",2026-05-25T10:00:00Z
1970878525,9979520166,"Rp 376.800.696",2026-05-25T10:00:00Z
4175407017,2128137128,"Rp 346.778.226",2026-05-25T10:00:00Z
3600919200,7661247831,"Rp 129.745.725",2026-05-25T10:00:00Z
5253304434,6190221696,"Rp 515.391.095",2026-05-25T10:00:00Z
5540852928,6517541851,"Rp 418.096.297",2026-05-25T10:00:00Z
9332838776,7897325106,"Rp 526.965.342",2026-05-25T10:00:00Z
6307482904,8030557653,"Rp 504.524.379",2026-05-25T10:00:00Z
8862177100,1768119093,"Rp 179.546.358",2026-05-25T10:00:00Z
9666394221,3974879466,"Rp 107.663.356",2026-05-25T10:00:00Z
4861783864,9370314724,"Rp 246.639.341",2026-05-25T10:00:00Z
3076759706,2750248168,"Rp 355.621.910",2026-05-25T10:00:00Z
2695461989,2196317856,"Rp 157.243.352",2026-05-25T10:00:00Z
1555626509,6395051849,"Rp 280.799.442",2026-05-25T10:00:00Z
9196349904,4187836603,"Rp 415.765.751",2026-05-25T10:00:00Z
5608221430,4985389789,"Rp 331.742.666",2026-05-25T10:00:00Z
2930101038,3063531510,"Rp 493.009.557",2026-05-25T10:00:00Z
1254062482,3422529456,"Rp 271.902.795",2026-05-25T10:00:00Z
3312571401,9096643154,"Rp 481.218.880",2026-05-25T10:00:00Z
7120152816,3157560595,"Rp 428.702.513",2026-05-25T10:00:00Z
1294816059,1132458500,"Rp 254.246.024",2026-05-25T10:00:00Z
9403483545,4438308983,"Rp 445.917.149",2026-05-25T10:00:00Z
6293246417,6473695272,"Rp 491.668.157",2026-05-25T10:00:00Z
1148861322,5761270576,"Rp 257.309.196",2026-05-25T10:00:00Z
1568596486,4613663728,"Rp 477.225.414",2026-05-25T10:00:00Z
2260830935,7016547087,"Rp 534.936.562",2026-05-25T10:00:00Z
5972996548,2723135989,"Rp 401.086.489",2026-05-25T10:00:00Z
3096029680,5830437399,"Rp 241.312.000",2026-05-25T10:00:00Z
4028974015,8125465457,"Rp 457.955.874",2026-05-25T10:00:00Z
3977605416,4823146157,"Rp 237.663.999",2026-05-25T10:00:00Z
1525540385,9652796350,"Rp 238.197.987",2026-05-25T10:00:00Z
6447902790,5224288098,"Rp 105.880.116",2026-05-25T10:00:00Z
5273133629,7981711250,"Rp 206.946.994",2026-05-25T10:00:00Z
5416708926,8339704044,"Rp 436.941.425",2026-05-25T10:00:00Z
2585729194,9402497726,"Rp 237.022.788",2026-05-25T10:00:00Z
6685740331,7297418315,"Rp 274.074.983",2026-05-25T10:00:00Z
1737614443,4181083347,"Rp 525.792.919",2026-05-25T10:00:00Z
4126703245,9682894271,"Rp 420.542.628",2026-05-25T10:00:00Z
4137998204,4125699395,"Rp 598.980.183",2026-05-25T10:00:00Z
8705671034,8959472738,"Rp 329.001.787",2026-05-25T10:00:00Z
5531366956,6226404871,"Rp 345.863.751",2026-05-25T10:00:00Z
4841461383,5015653548,"Rp 343.112.707",2026-05-25T10:00:00Z
8720498930,9709380597,"Rp 211.878.523",2026-05-25T10:00:00Z
4945211450,8370817333,"Rp 131.798.317",2026-05-25T10:00:00Z
8384712311,6248404460,"Rp 481.651.245",2026-05-25T10:00:00Z
6202350104,8211227192,"Rp 459.406.649",2026-05-25T10:00:00Z
4632580215,7828593177,"Rp 355.982.808",2026-05-25T10:00:00Z
4851645637,6116278007,"Rp 226.075.798",2026-05-25T10:00:00Z
2611373637,5800166075,"Rp 432.293.649",2026-05-25T10:00:00Z
6068561219,9220926736,"Rp 317.978.703",2026-05-25T10:00:00Z
8572041727,5402783962,"Rp 352.954.123",2026-05-25T10:00:00Z
1586067759,4718969343,"Rp 512.142.722",2026-05-25T10:00:00Z
4167212347,7102644674,"Rp 563.186.060",2026-05-25T10:00:00Z
4736018361,6060398903,"Rp 239.336.686",2026-05-25T10:00:00Z
2529323453,3439094726,"Rp 290.715.105",2026-05-25T10:00:00Z
8386677676,4276645016,"Rp 126.512.288",2026-05-25T10:00:00Z
9649667438,5845007944,"Rp 494.419.150",2026-05-25T10:00:00Z
8528720673,7882767251,"Rp 150.335.013",2026-05-25T10:00:00Z
7839347002,2983812793,"Rp 319.566.964",2026-05-25T10:00:00Z
2182343255,6748445259,"Rp 506.492.004",2026-05-25T10:00:00Z
6318996141,6025775823,"Rp 381.213.346",2026-05-25T10:00:00Z
3396369217,7542066353,"Rp 204.463.230",2026-05-25T10:00:00Z
7575160076,5177221548,"Rp 288.216.723",2026-05-25T10:00:00Z
4567888583,6963384202,"Rp 168.558.092",2026-05-25T10:00:00Z
7198827818,4228557525,"Rp 262.409.640",2026-05-25T10:00:00Z
6057105669,2499666444,"Rp 495.562.775",2026-05-25T10:00:00Z
1042400028,7727454579,"Rp 403.544.535",2026-05-25T10:00:00Z
8368576701,9527437736,"Rp 179.866.384",2026-05-25T10:00:00Z
2940892556,6716797711,"Rp 222.479.982",2026-05-25T10:00:00Z
7773649180,3107320676,"Rp 475.741.859",2026-05-25T10:00:00Z
8824652509,5987756536,"Rp 275.161.816",2026-05-25T10:00:00Z
5086475709,4518183058,"Rp 391.057.513",2026-05-25T10:00:00Z
7847910438,9896693905,"Rp 354.701.972",2026-05-25T10:00:00Z
8570531745,7144588240,"Rp 191.591.540",2026-05-25T10:00:00Z
6566580361,7016504843,"Rp 482.729.335",2026-05-25T10:00:00Z
5159138242,6813682536,"Rp 127.081.502",2026-05-25T10:00:00Z
2054768384,4256897619,"Rp 523.689.964",2026-05-25T10:00:00Z
6459046994,7339386516,"Rp 259.383.480",2026-05-25T10:00:00Z
2072049388,1266496510,"Rp 525.470.171",2026-05-25T10:00:00Z
9102141691,1248525332,"Rp 363.918.019",2026-05-25T10:00:00Z
1910015995,8792973458,"Rp 343.426.955",2026-05-25T10:00:00Z
8703702925,4733228567,"Rp 366.681.152",2026-05-25T10:00:00Z
6116023524,8885255698,"Rp 321.129.462",2026-05-25T10:00:00Z
7047529049,4298846871,"Rp 510.280.921",2026-05-25T10:00:00Z
1763303400,4211913456,"Rp 158.555.538",2026-05-25T10:00:00Z
1463346318,5889187196,"Rp 233.656.325",2026-05-25T10:00:00Z
8065214913,2021556913,"Rp 529.239.175",2026-05-25T10:00:00Z
8261239951,1482245336,"Rp 585.298.524",2026-05-25T10:00:00Z
8660250726,4597854288,"Rp 598.318.924",2026-05-25T10:00:00Z
7539788888,4863407734,"Rp 520.580.292",2026-05-25T10:00:00Z
5700191156,7705971530,"Rp 238.576.302",2026-05-25T10:00:00Z
1813386744,3638034711,"Rp 499.440.882",2026-05-25T10:00:00Z
1165823443,7733694660,"Rp 555.699.486",2026-05-25T10:00:00Z
6908687132,8580404318,"Rp 388.851.827",2026-05-25T10:00:00Z
6471180106,5487764699,"Rp 216.523.102",2026-05-25T10:00:00Z
4384333461,9735758344,"Rp 328.800.986",2026-05-25T10:00:00Z
8854740535,9823417092,"Rp 554.274.263",2026-05-25T10:00:00Z
9905596113,8846508597,"Rp 203.399.996",2026-05-25T10:00:00Z
1996438932,9620272479,"Rp 422.373.719",2026-05-25T10:00:00Z
5511714351,2579605765,"Rp 546.010.056",2026-05-25T10:00:00Z
6639258953,9829369232,"Rp 479.560.317",2026-05-25T10:00:00Z
1363156426,4925070401,"Rp 420.023.236",2026-05-25T10:00:00Z
7819407719,5721873699,"Rp 102.616.726",2026-05-25T10:00:00Z
5222094899,5127420108,"Rp 260.889.571",2026-05-25T10:00:00Z
8409407414,8253614760,"Rp 549.303.145",2026-05-25T10:00:00Z
8377471710,9858229376,"Rp 149.887.777",2026-05-25T10:00:00Z
1622670034,2425250073,"Rp 293.569.856",2026-05-25T10:00:00Z
4123653218,1999564773,"Rp 415.711.116",2026-05-25T10:00:00Z
1946559050,2121958347,"Rp 593.107.838",2026-05-25T10:00:00Z
7994040163,2108445319,"Rp 197.735.417",2026-05-25T10:00:00Z
5196657309,2440873202,"Rp 331.340.985",2026-05-25T10:00:00Z
5699662104,2130711600,"Rp 218.203.365",2026-05-25T10:00:00Z
4667225023,1061861761,"Rp 222.712.946",2026-05-25T10:00:00Z
9331981761,8058625792,"Rp 198.938.069",2026-05-25T10:00:00Z
1078291257,3628335437,"Rp 545.932.075",2026-05-25T10:00:00Z
5991721689,3092369409,"Rp 136.041.996",2026-05-25T10:00:00Z
9680053717,6388646765,"Rp 471.380.986",2026-05-25T10:00:00Z
9560131496,6578125519,"Rp 469.098.295",2026-05-25T10:00:00Z
9959632997,5990049421,"Rp 274.863.410",2026-05-25T10:00:00Z
7560205308,7041871744,"Rp 447.450.420",2026-05-25T10:00:00Z
2322134094,9680030795,"Rp 485.631.908",2026-05-25T10:00:00Z
9556090903,9001125710,"Rp 471.967.698",2026-05-25T10:00:00Z
2317224640,6566311273,"Rp 411.220.917",2026-05-25T10:00:00Z
5052825498,4399632172,"Rp 496.050.896",2026-05-25T10:00:00Z
6999379880,8997318207,"Rp 406.417.021",2026-05-25T10:00:00Z
6669337270,6975408204,"Rp 144.871.113",2026-05-25T10:00:00Z
8128906487,9432587498,"Rp 136.327.487",2026-05-25T10:00:00Z
5112037494,4535691373,"Rp 176.850.355",2026-05-25T10:00:00Z
6531293175,6128629451,"Rp 134.097.731",2026-05-25T10:00:00Z
5302984594,9724656479,"Rp 472.423.809",2026-05-25T10:00:00Z
6235816455,8383775476,"Rp 494.174.951",2026-05-25T10:00:00Z
4305533410,4435672382,"Rp 596.068.938",2026-05-25T10:00:00Z
3860684024,2372860275,"Rp 574.804.985",2026-05-25T10:00:00Z
6434620096,3855958657,"Rp 436.403.003",2026-05-25T10:00:00Z
6784479828,6000770729,"Rp 124.523.304",2026-05-25T10:00:00Z
6965191675,5346403690,"Rp 459.416.518",2026-05-25T10:00:00Z
4502352336,4575440294,"Rp 543.517.511",2026-05-25T10:00:00Z
6387454837,7536321282,"Rp 164.095.506",2026-05-25T10:00:00Z
5295606651,2083453858,"Rp 265.139.225",2026-05-25T10:00:00Z
8303893038,1271856516,"Rp 310.749.510",2026-05-25T10:00:00Z
3048357327,9516087239,"Rp 267.687.154",2026-05-25T10:00:00Z
6753930816,5306798019,"Rp 308.045.937",2026-05-25T10:00:00Z
2796096318,2513321950,"Rp 261.307.307",2026-05-25T10:00:00Z
3724909346,6222891973,"Rp 597.124.427",2026-05-25T10:00:00Z
2355177282,1342078594,"Rp 328.161.494",2026-05-25T10:00:00Z
7478099500,9489583827,"Rp 561.594.150",2026-05-25T10:00:00Z
5540320456,1421341346,"Rp 138.258.692",2026-05-25T10:00:00Z
2735689057,8566127177,"Rp 255.521.438",2026-05-25T10:00:00Z
7414782840,9225952871,"Rp 395.691.516",2026-05-25T10:00:00Z
3778988225,3573265613,"Rp 299.085.726",2026-05-25T10:00:00Z
3164749407,8482408475,"Rp 484.333.000",2026-05-25T10:00:00Z
6555634259,5956249292,"Rp 215.913.678",2026-05-25T10:00:00Z
2704874007,5683041144,"Rp 106.056.014",2026-05-25T10:00:00Z
5978023701,1917464601,"Rp 308.097.211",2026-05-25T10:00:00Z
6696832164,1135937000,"Rp 518.086.305",2026-05-25T10:00:00Z
4775264899,6613501308,"Rp 361.648.782",2026-05-25T10:00:00Z
8625544359,4635029994,"Rp 215.157.354",2026-05-25T10:00:00Z
1726859032,7373128023,"Rp 338.892.734",2026-05-25T10:00:00Z
2745995779,4198640377,"Rp 350.628.240",2026-05-25T10:00:00Z
9651686660,8574248070,"Rp 480.861.798",2026-05-25T10:00:00Z
